model,series_idx,fold_id,decile,MAE,RMSE,MAPE,sMAPE,MASE,WAPE
SNaive,53,8,9,205.55555555555554,227.3030282830976,2.046788012134547,2.0726729542138473,0.6153289949385394,2.0521353300055463
SNaive,53,9,9,66.66666666666667,100.0,0.6622773388449955,0.6661194307635467,0.20833333333333334,0.6648199445983379
SNaive,54,7,4,206.83424166666666,230.78983163923726,6.408634734038496,6.278041413775622,1.2181666627645864,6.387669746267856
SNaive,54,8,4,194.6379361111111,235.5562617448557,6.182093253637352,5.9274962492139105,1.1087697416630786,6.110696658637094
SNaive,54,9,4,172.7392911111111,189.61118238370358,5.174147729854478,5.338492806814654,0.9728283243323953,5.229712916275106
SNaive,54,10,4,186.76280388888884,239.08760644366473,6.054518416701834,5.767157922391427,1.0409902100842214,5.956130874537793
SNaive,54,11,4,84.57305333333339,103.79800308845053,2.7052741980686927,2.6902710731181485,0.46442982841030067,2.6858135327940245
SNaive,55,6,4,105.21666666666663,124.80910979928058,4.1139612764103655,4.10815273213361,0.6228877371914042,4.134484821229756
SNaive,55,7,4,107.25,114.1838454228774,4.368567277055465,4.262611744943128,0.6519159241445518,4.3460837969081005
SNaive,55,8,4,53.56111111111108,65.62494867722862,2.1318209489218622,2.1543447300392202,0.33440860215053747,2.1389650612780975
SNaive,55,9,4,80.02777777777777,99.57446961947622,3.074952802828294,3.1480521170508062,0.524071260594207,3.1140290195942795
SNaive,55,10,4,180.16111111111113,192.69773250121838,6.58799212332141,6.844286046632629,1.243109594817342,6.6440615460263475
SNaive,56,6,1,86.0057462222222,96.10901219139772,6.768485321914837,7.065560988917535,3.1919875149007844,6.820442647663877
SNaive,56,7,1,63.31587211111111,75.58392028997676,5.354299900347514,5.173595933557643,1.8909493898919902,5.259761041091444
SNaive,56,8,1,43.505413166666685,59.09757414044652,3.7039871529551323,3.5952138081633174,1.2311406702760865,3.6185159702982728
SNaive,56,9,1,109.7167316666667,113.24771053579028,8.502407286929387,8.90344199165383,2.955574001606878,8.5421457575755
SNaive,56,10,1,49.762357388888894,57.30536890585651,3.946096619304214,3.897452931415457,1.1780811715605797,3.927962403618658
SNaive,57,3,4,99.10000000000001,109.84542169187876,4.064469838918047,4.1407228833462835,0.5731254309673688,4.101359072400323
SNaive,57,4,4,237.0055555555556,262.2583723904518,9.025919797525932,9.549134512375772,1.4608430640687604,9.113456238918202
